#datatype measurement,dateTime:RFC3339,float,float,double
speed,msgTime,latitude,longitude,gpsSpeed
speed,2021-08-18T16:56:22Z,41.19743,29.06876,0
speed,2021-08-18T16:56:20Z,41.19743,29.06876,0
speed,2021-08-18T16:56:18Z,41.19743,29.06876,0
speed,2021-08-18T16:56:14Z,41.19743,29.06876,0.1
speed,2021-08-18T16:56:10Z,41.19736,29.06885,9.2
speed,2021-08-18T16:56:05Z,41.19718,29.06902,9
speed,2021-08-18T16:56:01Z,41.19706,29.06913,4.7
speed,2021-08-18T16:55:57Z,41.19704,29.06916,2.4
speed,2021-08-18T16:55:53Z,41.19704,29.06916,0.3
speed,2021-08-18T16:55:49Z,41.19701,29.06914,2.8
speed,2021-08-18T16:55:45Z,41.19701,29.06909,0
speed,2021-08-18T16:55:40Z,41.19701,29.06909,0
speed,2021-08-18T16:55:36Z,41.19701,29.06909,0
speed,2021-08-18T16:55:32Z,41.197,29.06909,1.9
speed,2021-08-18T16:55:28Z,41.19699,29.0691,0
speed,2021-08-18T16:55:24Z,41.19699,29.0691,0
speed,2021-08-18T16:55:20Z,41.19701,29.06905,2.9
speed,2021-08-18T16:55:18Z,41.19704,29.06902,5.6
speed,2021-08-18T16:55:15Z,41.19714,29.06892,10.4
speed,2021-08-18T16:55:11Z,41.19732,29.06873,12.3
speed,2021-08-18T16:55:07Z,41.1975,29.06854,11.5
speed,2021-08-18T16:55:03Z,41.19765,29.06838,8.3
speed,2021-08-18T16:54:59Z,41.19778,29.06829,7.4
speed,2021-08-18T16:54:55Z,41.1979,29.06822,6.2
speed,2021-08-18T16:54:51Z,41.19804,29.06818,5.1
speed,2021-08-18T16:54:48Z,41.19808,29.06816,0
speed,2021-08-18T16:54:46Z,41.19808,29.06816,0
speed,2021-08-18T16:54:42Z,41.1981,29.06816,0.8
speed,2021-08-18T16:54:38Z,41.19814,29.06816,0
speed,2021-08-18T16:54:34Z,41.19817,29.06815,3.1
speed,2021-08-18T16:54:30Z,41.19824,29.06812,2.2
speed,2021-08-18T16:54:26Z,41.19835,29.06815,6.6
speed,2021-08-18T16:54:21Z,41.19845,29.06834,11.7
speed,2021-08-18T16:54:17Z,41.1986,29.06856,12.5
speed,2021-08-18T16:54:13Z,41.1988,29.06873,12
speed,2021-08-18T16:54:09Z,41.19901,29.06885,11.7
speed,2021-08-18T16:54:05Z,41.1992,29.06898,11.5
speed,2021-08-18T16:54:01Z,41.19943,29.06917,11.4
speed,2021-08-18T16:53:56Z,41.1996,29.06933,10.9
speed,2021-08-18T16:53:52Z,41.19978,29.06947,10.9
speed,2021-08-18T16:53:48Z,41.19998,29.0696,11.9
speed,2021-08-18T16:53:47Z,41.20007,29.06966,11.4
speed,2021-08-18T16:53:44Z,41.20015,29.06972,7.5
speed,2021-08-18T16:53:40Z,41.2003,29.06979,10.2
speed,2021-08-18T16:53:38Z,41.2006,29.06989,14.5
speed,2021-08-18T16:53:33Z,41.20083,29.06991,11.8
speed,2021-08-18T16:53:29Z,41.20105,29.06994,10.3
speed,2021-08-18T16:53:25Z,41.20123,29.06992,8
speed,2021-08-18T16:53:21Z,41.20139,29.06991,5.8
speed,2021-08-18T16:53:18Z,41.20148,29.0699,6.5
speed,2021-08-18T16:53:16Z,41.20154,29.06992,7.8
speed,2021-08-18T16:53:13Z,41.20165,29.06994,7.9
speed,2021-08-18T16:53:12Z,41.20169,29.06994,8.2
speed,2021-08-18T16:53:11Z,41.20176,29.06996,8.2
speed,2021-08-18T16:53:09Z,41.2018,29.06997,8
speed,2021-08-18T16:53:08Z,41.20188,29.06997,7.8
speed,2021-08-18T16:53:03Z,41.20202,29.06998,7.2
speed,2021-08-18T16:52:59Z,41.20216,29.06999,8
speed,2021-08-18T16:52:55Z,41.2023,29.06999,7.1
speed,2021-08-18T16:52:51Z,41.20244,29.06999,7.6
speed,2021-08-18T16:52:47Z,41.20258,29.06998,6.7
speed,2021-08-18T16:52:43Z,41.2027,29.06998,7.2
speed,2021-08-18T16:52:38Z,41.20286,29.06994,5.9
speed,2021-08-18T16:52:34Z,41.20295,29.06991,4.6
speed,2021-08-18T16:52:30Z,41.20307,29.06988,5.3
speed,2021-08-18T16:52:26Z,41.20313,29.06992,0
speed,2021-08-18T16:52:22Z,41.20313,29.06992,0.1
speed,2021-08-18T16:52:18Z,41.20314,29.06996,3.5
speed,2021-08-18T16:52:17Z,41.20315,29.06997,3.6
speed,2021-08-18T16:52:13Z,41.20316,29.07005,3.2
speed,2021-08-18T16:52:09Z,41.20308,29.07006,0.3
speed,2021-08-18T16:52:05Z,41.20309,29.07002,0
speed,2021-08-18T16:52:01Z,41.20309,29.07002,0.1
speed,2021-08-18T16:51:59Z,41.2031,29.07007,12.7
speed,2021-08-18T16:51:57Z,41.20321,29.07007,12.4
speed,2021-08-18T16:51:53Z,41.2034,29.06999,10.1
speed,2021-08-18T16:51:49Z,41.20341,29.06971,8
speed,2021-08-18T16:51:46Z,41.20348,29.06965,10
speed,2021-08-18T16:51:44Z,41.20357,29.06962,11.9
speed,2021-08-18T16:51:40Z,41.2038,29.06957,12.8
speed,2021-08-18T16:51:36Z,41.20404,29.06955,11.9
speed,2021-08-18T16:51:32Z,41.20425,29.06955,11.8
speed,2021-08-18T16:51:28Z,41.20447,29.06959,11.8
speed,2021-08-18T16:51:24Z,41.20472,29.06975,11.9
speed,2021-08-18T16:51:19Z,41.20489,29.06992,10.3
speed,2021-08-18T16:51:16Z,41.20502,29.07007,8.5
speed,2021-08-18T16:51:15Z,41.20502,29.07007,8.5
speed,2021-08-18T16:51:11Z,41.20512,29.07028,11.1
speed,2021-08-18T16:51:07Z,41.20518,29.07056,10.8
speed,2021-08-18T16:51:03Z,41.20519,29.07086,12.5
speed,2021-08-18T16:50:59Z,41.20519,29.07129,13.8
speed,2021-08-18T16:50:54Z,41.2052,29.07159,9.9
speed,2021-08-18T16:50:50Z,41.20522,29.0718,5.5
speed,2021-08-18T16:50:46Z,41.20524,29.07199,8.8
speed,2021-08-18T16:50:45Z,41.20525,29.07204,8.7
speed,2021-08-18T16:50:42Z,41.20533,29.07215,8.5
speed,2021-08-18T16:50:38Z,41.20551,29.07219,9.6
speed,2021-08-18T16:50:34Z,41.2057,29.0723,8.8
speed,2021-08-18T16:50:29Z,41.20582,29.07246,8.5
speed,2021-08-18T16:50:25Z,41.20598,29.07248,5.5
speed,2021-08-18T16:50:21Z,41.20612,29.07246,8.1
speed,2021-08-18T16:50:17Z,41.20625,29.07257,8
speed,2021-08-18T16:50:14Z,41.20626,29.07275,6.1
speed,2021-08-18T16:50:13Z,41.20627,29.07278,7.3
speed,2021-08-18T16:50:09Z,41.20628,29.07299,4
speed,2021-08-18T16:50:04Z,41.20634,29.07311,5.4
speed,2021-08-18T16:50:00Z,41.20637,29.07325,6.4
speed,2021-08-18T16:49:56Z,41.20642,29.07339,5.8
speed,2021-08-18T16:49:52Z,41.2065,29.0735,5.9
speed,2021-08-18T16:49:48Z,41.20658,29.0736,5.8
speed,2021-08-18T16:49:44Z,41.20668,29.07372,6.4
speed,2021-08-18T16:49:39Z,41.20679,29.07381,6.8
speed,2021-08-18T16:49:35Z,41.2069,29.07389,6.9
speed,2021-08-18T16:49:31Z,41.207,29.07397,6.7
speed,2021-08-18T16:49:27Z,41.2071,29.07406,6.7
speed,2021-08-18T16:49:23Z,41.2072,29.07415,6.6
speed,2021-08-18T16:49:19Z,41.20729,29.07425,6.4
speed,2021-08-18T16:49:14Z,41.20741,29.07436,6.5
speed,2021-08-18T16:49:13Z,41.20743,29.07438,6.6
speed,2021-08-18T16:49:10Z,41.20751,29.07446,6.3
speed,2021-08-18T16:49:06Z,41.2076,29.07455,6.4
speed,2021-08-18T16:49:02Z,41.20772,29.07462,6.2
speed,2021-08-18T16:48:58Z,41.20782,29.07467,5.9
speed,2021-08-18T16:48:54Z,41.20793,29.07473,5.9
speed,2021-08-18T16:48:49Z,41.20807,29.07479,5.7
speed,2021-08-18T16:48:45Z,41.20817,29.07483,5.8
speed,2021-08-18T16:48:43Z,41.20823,29.07485,5.9
speed,2021-08-18T16:48:41Z,41.20828,29.07487,6
speed,2021-08-18T16:48:37Z,41.20838,29.07492,5.3
speed,2021-08-18T16:48:33Z,41.2084,29.07506,5.8
speed,2021-08-18T16:48:29Z,41.20838,29.0752,5.7
speed,2021-08-18T16:48:25Z,41.20839,29.07537,5.1
speed,2021-08-18T16:48:20Z,41.20838,29.0755,5.5
speed,2021-08-18T16:48:16Z,41.20837,29.07563,5.6
speed,2021-08-18T16:48:15Z,41.20838,29.07567,5.8
speed,2021-08-18T16:48:14Z,41.20837,29.0757,5.5
speed,2021-08-18T16:48:13Z,41.20837,29.07574,5.7
speed,2021-08-18T16:48:12Z,41.20837,29.07577,5.6
speed,2021-08-18T16:48:07Z,41.20842,29.07592,5.9
speed,2021-08-18T16:48:03Z,41.20853,29.07595,5.4
speed,2021-08-18T16:47:59Z,41.20863,29.07596,5.8
speed,2021-08-18T16:47:55Z,41.20874,29.07598,5.8
speed,2021-08-18T16:47:53Z,41.20879,29.07599,5.8
speed,2021-08-18T16:47:52Z,41.20885,29.07601,5.9
speed,2021-08-18T16:47:51Z,41.20887,29.07601,5.8
speed,2021-08-18T16:47:50Z,41.20887,29.07601,5.7
speed,2021-08-18T16:47:49Z,41.2089,29.07602,5.7
speed,2021-08-18T16:47:46Z,41.20898,29.07603,5.8
speed,2021-08-18T16:47:42Z,41.2091,29.07604,5.8
speed,2021-08-18T16:47:41Z,41.20913,29.07605,5.5
speed,2021-08-18T16:47:38Z,41.20921,29.07606,5.6
speed,2021-08-18T16:47:34Z,41.20931,29.07609,5.6
speed,2021-08-18T16:47:30Z,41.2094,29.07611,5.7
speed,2021-08-18T16:47:29Z,41.20943,29.07612,5.2
speed,2021-08-12T14:46:12Z,41.2075,29.0759,5.1
speed,2021-08-12T14:46:09Z,41.20749,29.07601,0
speed,2021-08-12T14:46:08Z,41.20748,29.07607,7.8
speed,2021-08-12T14:46:04Z,41.20728,29.07615,11.7
speed,2021-08-12T14:45:59Z,41.20704,29.07616,13.3
speed,2021-08-12T14:45:55Z,41.2068,29.07605,15.4
speed,2021-08-12T14:45:51Z,41.20651,29.07584,20.4
speed,2021-08-12T14:45:47Z,41.2062,29.07556,19.7
speed,2021-08-12T14:45:43Z,41.20593,29.07527,18.8
speed,2021-08-12T14:45:39Z,41.20555,29.07479,23.8
speed,2021-08-12T14:45:34Z,41.20521,29.07442,22.4
speed,2021-08-12T14:45:30Z,41.20488,29.07411,20
speed,2021-08-12T14:45:26Z,41.20467,29.07375,19.4
speed,2021-08-12T14:45:22Z,41.20447,29.07332,21.1
speed,2021-08-12T14:45:18Z,41.20441,29.07283,19.2
speed,2021-08-12T14:45:14Z,41.20441,29.07223,18.5
speed,2021-08-12T14:45:13Z,41.20441,29.07223,16.8
speed,2021-08-12T14:45:09Z,41.2044,29.07187,12
speed,2021-08-12T14:45:05Z,41.20433,29.07163,9.3
speed,2021-08-12T14:45:01Z,41.20409,29.07141,27.5
speed,2021-08-12T14:44:57Z,41.20364,29.07111,24.9
speed,2021-08-12T14:44:53Z,41.20323,29.07099,21.8
speed,2021-08-12T14:44:49Z,41.20285,29.07082,14.2
speed,2021-08-12T14:44:44Z,41.2028,29.07049,14.6
speed,2021-08-12T14:44:42Z,41.2028,29.07031,13.7
speed,2021-08-12T14:44:40Z,41.20279,29.07016,10.5
speed,2021-08-12T14:44:36Z,41.20282,29.06998,6.9
speed,2021-08-12T14:44:32Z,41.20296,29.0699,1.4
speed,2021-08-12T14:44:28Z,41.20299,29.06989,13.2
speed,2021-08-12T14:44:26Z,41.20318,29.0698,28.3
speed,2021-08-12T14:44:24Z,41.20356,29.06963,29.1
speed,2021-08-12T14:44:19Z,41.20409,29.06953,27.8
speed,2021-08-12T14:44:15Z,41.20456,29.0696,22.3
speed,2021-08-12T14:44:12Z,41.20491,29.06988,22.1
speed,2021-08-12T14:44:11Z,41.20491,29.06988,21.9
speed,2021-08-12T14:44:08Z,41.20508,29.0701,11.3
speed,2021-08-12T14:44:07Z,41.20512,29.07015,7.5
speed,2021-08-12T14:44:03Z,41.20518,29.07037,23.3
speed,2021-08-12T14:44:02Z,41.20521,29.07051,27.5
speed,2021-08-12T14:43:59Z,41.20525,29.07126,31.6
speed,2021-08-12T14:43:54Z,41.20526,29.07196,16.1
speed,2021-08-12T14:43:49Z,41.20546,29.07216,15.5
speed,2021-08-12T14:43:45Z,41.20573,29.07222,11
speed,2021-08-12T14:43:41Z,41.20588,29.07239,9.6
speed,2021-08-12T14:43:37Z,41.2061,29.07245,0
speed,2021-08-12T14:43:34Z,41.20611,29.07245,0
speed,2021-08-12T14:43:33Z,41.20612,29.07245,2.5
speed,2021-08-12T14:43:32Z,41.20614,29.07245,13.8
speed,2021-08-12T14:43:31Z,41.20621,29.07246,11.8
speed,2021-08-12T14:43:30Z,41.20626,29.07248,11.1
speed,2021-08-12T14:43:29Z,41.20631,29.07254,7
speed,2021-08-12T14:43:24Z,41.20634,29.07279,5.7
speed,2021-08-12T14:43:20Z,41.20633,29.07283,0.1
speed,2021-08-12T14:43:17Z,41.20635,29.07294,21.6
speed,2021-08-12T14:43:16Z,41.20636,29.07307,20.7
speed,2021-08-12T14:43:15Z,41.20638,29.07319,18.3
speed,2021-08-12T14:43:12Z,41.2065,29.07348,14.5
speed,2021-08-12T14:43:10Z,41.20657,29.07356,0
speed,2021-08-12T14:43:09Z,41.20657,29.07356,0
speed,2021-08-12T14:43:08Z,41.20657,29.07356,0
speed,2021-08-12T14:43:03Z,41.20657,29.07356,0
speed,2021-08-12T14:43:01Z,41.20657,29.07356,0
speed,2021-08-12T14:42:59Z,41.20657,29.07356,0
speed,2021-08-12T14:42:55Z,41.20657,29.07356,0
speed,2021-08-12T14:42:51Z,41.20657,29.07356,0
speed,2021-08-12T14:42:47Z,41.20657,29.07356,0
speed,2021-08-12T14:42:43Z,41.20657,29.07356,0
speed,2021-08-12T14:42:38Z,41.20657,29.07356,0
speed,2021-08-12T14:42:34Z,41.20657,29.07356,0
speed,2021-08-12T14:42:30Z,41.20657,29.07356,0
speed,2021-08-12T14:42:26Z,41.20657,29.07356,0
speed,2021-08-12T14:42:22Z,41.20657,29.07356,0
speed,2021-08-12T14:42:18Z,41.20657,29.07356,0
speed,2021-08-12T14:42:13Z,41.20657,29.07356,0
speed,2021-08-12T14:42:09Z,41.20657,29.07356,0
speed,2021-08-12T14:42:05Z,41.20657,29.07356,0
speed,2021-08-12T14:42:01Z,41.20657,29.07356,0
speed,2021-08-12T14:41:57Z,41.20657,29.07356,0
speed,2021-08-12T14:41:53Z,41.20657,29.07356,0
speed,2021-08-12T14:41:48Z,41.20657,29.07356,0
speed,2021-08-12T14:41:44Z,41.20657,29.07356,0
speed,2021-08-12T14:41:40Z,41.20657,29.07356,0
speed,2021-08-12T14:41:36Z,41.20657,29.07356,0
speed,2021-08-12T14:41:32Z,41.20657,29.07356,0
speed,2021-08-12T14:41:31Z,41.20657,29.07356,0
speed,2021-08-12T14:41:29Z,41.20657,29.07356,0
speed,2021-08-12T14:41:28Z,41.20656,29.07357,0
speed,2021-08-12T14:41:27Z,41.20656,29.07357,0
speed,2021-08-12T14:41:23Z,41.20662,29.07365,8.4
speed,2021-08-12T14:41:19Z,41.20664,29.07367,0
speed,2021-08-12T14:41:15Z,41.20664,29.07367,0.1
speed,2021-08-12T14:41:11Z,41.20686,29.07386,26.6
speed,2021-08-12T14:41:10Z,41.20686,29.07386,28.7
speed,2021-08-12T14:41:07Z,41.20719,29.07412,27.5
speed,2021-08-12T14:41:06Z,41.20729,29.07422,28
speed,2021-08-12T14:41:02Z,41.20766,29.07452,21.9
speed,2021-08-12T14:40:58Z,41.20795,29.07466,7.9
speed,2021-08-12T14:40:54Z,41.20798,29.07468,0.1
speed,2021-08-12T14:40:50Z,41.20812,29.07475,19.7
speed,2021-08-12T14:40:45Z,41.2084,29.07489,8.8
speed,2021-08-12T14:40:41Z,41.20844,29.0751,8.1
speed,2021-08-12T14:40:37Z,41.20842,29.07531,7.1
speed,2021-08-12T14:40:36Z,41.20842,29.07535,6.3
speed,2021-08-12T14:40:33Z,41.2084,29.07541,1.7
speed,2021-08-12T14:40:29Z,41.20839,29.07552,7.9
speed,2021-08-12T14:40:25Z,41.20832,29.07583,11.7
speed,2021-08-12T14:40:20Z,41.20811,29.076,14
speed,2021-08-12T14:40:16Z,41.20807,29.07602,0
speed,2021-08-12T14:40:12Z,41.20807,29.07602,0.2
speed,2021-08-12T14:40:10Z,41.20801,29.07604,17.3
speed,2021-08-12T14:40:08Z,41.20787,29.0761,13.5
speed,2021-08-12T14:40:06Z,41.20775,29.07615,12
speed,2021-08-12T14:40:04Z,41.20766,29.07619,10.5
speed,2021-08-12T14:40:00Z,41.20744,29.0762,9.7
speed,2021-08-12T14:39:55Z,41.20734,29.0762,0
speed,2021-08-12T14:39:51Z,41.20734,29.0762,0
speed,2021-08-12T14:39:47Z,41.20733,29.07618,1.7
speed,2021-08-12T14:39:43Z,41.20732,29.07614,0
speed,2021-08-12T14:39:39Z,41.20732,29.07614,0
speed,2021-08-12T14:39:35Z,41.20732,29.07614,0
speed,2021-08-12T14:39:34Z,41.20732,29.07614,0
speed,2021-08-12T14:39:30Z,41.20735,29.0761,0.6
speed,2021-08-12T14:39:29Z,41.20735,29.07608,0.7
speed,2021-08-12T14:36:38Z,41.20728,29.07631,0.1
speed,2021-08-12T14:36:37Z,41.20728,29.07631,0
speed,2021-08-12T14:36:34Z,41.20729,29.07631,0.2
speed,2021-08-12T14:36:30Z,41.20729,29.0763,0
speed,2021-08-12T14:36:25Z,41.2073,29.0763,0
speed,2021-08-12T14:36:21Z,41.2073,29.07629,0.1
speed,2021-08-12T14:36:17Z,41.2073,29.07628,0.1
speed,2021-08-12T14:36:13Z,41.2073,29.07628,0.1
speed,2021-08-12T14:36:09Z,41.2073,29.07628,0.2
speed,2021-08-12T14:36:05Z,41.2073,29.07628,0
speed,2021-08-12T14:36:00Z,41.2073,29.07628,0.1
speed,2021-08-12T14:35:56Z,41.20729,29.07628,0.2
speed,2021-08-12T14:35:52Z,41.20729,29.07628,0.2
speed,2021-08-12T14:35:48Z,41.20728,29.07628,0.1
speed,2021-08-12T14:35:44Z,41.20728,29.07628,0
speed,2021-08-12T14:35:40Z,41.20728,29.07628,0
speed,2021-08-12T14:35:35Z,41.20728,29.07628,0.1
speed,2021-08-12T14:35:31Z,41.20727,29.07628,0.1
speed,2021-08-12T14:35:27Z,41.20727,29.07629,0
speed,2021-08-12T14:35:23Z,41.20728,29.07629,0
speed,2021-08-12T14:35:19Z,41.20728,29.07628,0
speed,2021-08-12T14:35:15Z,41.20728,29.07628,0
speed,2021-08-12T14:35:10Z,41.20729,29.07627,0.1
speed,2021-08-12T14:35:09Z,41.20729,29.07627,0.2
speed,2021-08-12T14:35:08Z,41.20729,29.07627,0
speed,2021-08-12T14:35:07Z,41.20729,29.07626,0
speed,2021-08-12T14:35:06Z,41.20729,29.07626,0
speed,2021-08-12T14:35:01Z,41.20722,29.07624,6.9
speed,2021-08-12T14:34:57Z,41.20709,29.07619,7.8
speed,2021-08-12T14:34:53Z,41.20694,29.07611,9.1
speed,2021-08-12T14:34:52Z,41.2069,29.0761,9.2
speed,2021-08-12T14:34:49Z,41.20678,29.07604,10.1
speed,2021-08-12T14:34:45Z,41.20659,29.0759,12.1
speed,2021-08-12T14:34:41Z,41.20636,29.07569,11.6
speed,2021-08-12T14:34:36Z,41.20618,29.07551,11.1
speed,2021-08-12T14:34:32Z,41.20604,29.07536,9.1
speed,2021-08-12T14:34:28Z,41.2059,29.07519,11.1
speed,2021-08-12T14:34:24Z,41.20575,29.075,11.2
speed,2021-08-12T14:34:22Z,41.20567,29.07491,11.9
speed,2021-08-12T14:34:20Z,41.20559,29.07481,11.8
speed,2021-08-12T14:34:16Z,41.20537,29.07454,13.1
speed,2021-08-12T14:34:11Z,41.20516,29.07437,13.1
speed,2021-08-12T14:34:07Z,41.20496,29.0742,12.6
speed,2021-08-12T14:34:03Z,41.2048,29.07398,12.4
speed,2021-08-12T14:33:59Z,41.20466,29.07371,13.2
speed,2021-08-12T14:33:55Z,41.20451,29.07339,16.7
speed,2021-08-12T14:33:51Z,41.20441,29.07289,16.9
speed,2021-08-12T14:33:46Z,41.20441,29.07247,16
speed,2021-08-12T14:33:42Z,41.20441,29.07211,11.9
speed,2021-08-12T14:33:38Z,41.20441,29.07186,7.9
speed,2021-08-12T14:33:36Z,41.20435,29.07167,8.2
speed,2021-08-12T14:33:32Z,41.20424,29.07154,7.8
speed,2021-08-12T14:33:28Z,41.20407,29.07143,8.3
speed,2021-08-12T14:33:23Z,41.20394,29.07133,7.5
speed,2021-08-12T14:33:19Z,41.20381,29.07124,7.8
speed,2021-08-12T14:33:15Z,41.20368,29.07115,7.8
speed,2021-08-12T14:33:11Z,41.20355,29.07107,7.7
speed,2021-08-12T14:33:07Z,41.20341,29.07103,7.6
speed,2021-08-12T14:33:03Z,41.20326,29.07101,8.5
speed,2021-08-12T14:32:58Z,41.20304,29.07098,11
speed,2021-08-12T14:32:54Z,41.20286,29.07086,10.8
speed,2021-08-12T14:32:52Z,41.20282,29.07074,10.4
speed,2021-08-12T14:32:50Z,41.2028,29.07062,10.2
speed,2021-08-12T14:32:46Z,41.2028,29.07035,12.4
speed,2021-08-12T14:32:41Z,41.2028,29.07003,7.1
speed,2021-08-12T14:32:37Z,41.20291,29.06991,9.4
speed,2021-08-12T14:32:33Z,41.2031,29.06982,12.1
speed,2021-08-12T14:32:29Z,41.20336,29.06969,11.4
speed,2021-08-12T14:32:24Z,41.20357,29.06961,12.4
speed,2021-08-12T14:32:21Z,41.20374,29.06956,12
speed,2021-08-12T14:32:20Z,41.20379,29.06955,11.8
speed,2021-08-12T14:32:16Z,41.20401,29.06952,11.3
speed,2021-08-12T14:32:12Z,41.20421,29.06951,10.7
speed,2021-08-12T14:32:08Z,41.2044,29.06953,9.3
speed,2021-08-12T14:32:04Z,41.20455,29.06958,8
speed,2021-08-12T14:32:00Z,41.20472,29.0697,9.1
speed,2021-08-12T14:31:55Z,41.20488,29.06985,9.9
speed,2021-08-12T14:31:51Z,41.205,29.06999,8
speed,2021-08-12T14:31:47Z,41.20509,29.07012,5.8
speed,2021-08-12T14:31:43Z,41.20514,29.07019,0.8
speed,2021-08-12T14:31:39Z,41.20513,29.0702,1.1
speed,2021-08-12T14:31:35Z,41.20512,29.07018,0.1
speed,2021-08-12T14:31:30Z,41.20512,29.07018,0
speed,2021-08-12T14:31:26Z,41.20512,29.07018,0
speed,2021-08-12T14:31:22Z,41.20512,29.07018,0.1
speed,2021-08-12T14:31:20Z,41.20512,29.07019,0
speed,2021-08-12T14:31:19Z,41.20512,29.0702,0.2
speed,2021-08-12T14:31:18Z,41.20512,29.0702,0.1
speed,2021-08-12T14:31:17Z,41.20513,29.07019,0
speed,2021-08-12T14:30:45Z,41.20517,29.07017,0
speed,2021-08-12T14:30:41Z,41.20517,29.07017,0
speed,2021-08-12T14:30:40Z,41.20517,29.07017,0
speed,2021-08-12T14:30:35Z,41.20517,29.07017,0
speed,2021-08-12T14:30:29Z,41.20517,29.07017,0
speed,2021-08-12T14:30:24Z,41.20517,29.07017,0
speed,2021-08-12T14:30:20Z,41.20517,29.07017,0
speed,2021-08-12T14:30:15Z,41.20517,29.07017,0
speed,2021-08-12T14:30:11Z,41.20517,29.07017,0
speed,2021-08-12T14:30:07Z,41.20517,29.07017,0
speed,2021-08-12T14:30:03Z,41.20517,29.07017,0
speed,2021-08-12T14:29:59Z,41.20517,29.07017,0
speed,2021-08-12T14:29:54Z,41.20517,29.07017,0
speed,2021-08-12T14:29:48Z,41.20517,29.07017,0
speed,2021-08-12T14:29:42Z,41.20517,29.07017,0
speed,2021-08-12T14:29:36Z,41.20517,29.07017,0
speed,2021-08-12T14:29:32Z,41.20517,29.07017,0
speed,2021-08-12T14:29:26Z,41.20517,29.07017,0
speed,2021-08-12T14:29:19Z,41.20517,29.07017,0
speed,2021-08-12T14:29:16Z,41.20517,29.07017,0
speed,2021-08-12T14:29:14Z,41.20517,29.07017,0
speed,2021-08-12T14:29:08Z,41.20517,29.07017,0
speed,2021-08-12T14:29:03Z,41.20517,29.07017,0
speed,2021-08-12T14:28:58Z,41.20517,29.07017,0
speed,2021-08-12T14:28:53Z,41.20517,29.07017,0
speed,2021-08-12T14:28:48Z,41.20517,29.07017,0
speed,2021-08-12T14:28:42Z,41.20517,29.07017,0
speed,2021-08-12T14:28:36Z,41.20517,29.07017,0
speed,2021-08-12T14:28:32Z,41.20517,29.07017,0
speed,2021-08-12T14:28:28Z,41.20517,29.07017,0
speed,2021-08-12T14:28:23Z,41.20517,29.07017,0
speed,2021-08-12T14:28:19Z,41.20517,29.07017,0
speed,2021-08-12T14:28:13Z,41.20517,29.07017,0
speed,2021-08-12T14:28:07Z,41.20517,29.07017,0
speed,2021-08-12T14:28:01Z,41.20517,29.07017,0
speed,2021-08-12T14:27:55Z,41.20517,29.07017,0
speed,2021-08-12T14:27:52Z,41.20517,29.07017,0
speed,2021-08-12T14:27:49Z,41.20517,29.07017,0
speed,2021-08-12T14:27:44Z,41.20517,29.07017,0
speed,2021-08-12T14:27:40Z,41.20517,29.07017,0
speed,2021-08-12T14:27:36Z,41.20517,29.07017,0
speed,2021-08-12T14:27:32Z,41.20517,29.07017,0
speed,2021-08-12T14:27:30Z,41.20517,29.07017,0
speed,2021-08-12T14:27:29Z,41.20517,29.07017,0
speed,2021-08-12T14:27:28Z,41.20517,29.07017,0
speed,2021-08-12T14:27:27Z,41.20517,29.07017,0
speed,2021-08-12T14:27:26Z,41.20517,29.07017,0
speed,2021-08-12T14:27:24Z,41.20517,29.07017,0
speed,2021-08-12T14:27:23Z,41.20517,29.07017,0
speed,2021-08-12T14:27:22Z,41.20517,29.07017,0
speed,2021-08-12T14:27:20Z,41.20517,29.07017,0
speed,2021-08-12T14:27:19Z,41.20517,29.07017,0
speed,2021-08-12T14:27:15Z,41.20517,29.07017,0
speed,2021-08-12T14:27:14Z,41.20517,29.07017,0
speed,2021-08-12T14:27:13Z,41.20517,29.07017,0
speed,2021-08-12T14:27:12Z,41.20517,29.07017,0
speed,2021-08-12T14:27:10Z,41.20517,29.07017,0
speed,2021-08-12T14:27:06Z,41.20517,29.07017,0
speed,2021-08-12T14:27:03Z,41.20517,29.07017,0
speed,2021-08-12T14:27:02Z,41.20517,29.07017,0
speed,2021-08-12T14:27:01Z,41.20517,29.07017,0
speed,2021-08-12T14:27:00Z,41.20517,29.07017,0
speed,2021-08-12T14:26:59Z,41.20517,29.07017,0
speed,2021-08-12T14:26:58Z,41.20517,29.07017,0
speed,2021-08-12T14:26:54Z,41.20517,29.07017,0
speed,2021-08-12T14:26:49Z,41.20517,29.07017,0
speed,2021-08-12T14:26:48Z,41.20517,29.07017,0
speed,2021-08-12T14:26:47Z,41.20517,29.07017,0
speed,2021-08-12T14:26:46Z,41.20517,29.07017,0
speed,2021-08-12T14:26:45Z,41.20517,29.07017,0
speed,2021-08-12T14:26:44Z,41.20517,29.07017,0
speed,2021-08-12T14:26:41Z,41.20517,29.07017,0
speed,2021-08-12T14:26:39Z,41.20517,29.07017,0
speed,2021-08-12T14:26:37Z,41.20517,29.07017,0
speed,2021-08-12T14:26:33Z,41.20517,29.07017,0
speed,2021-08-12T14:26:29Z,41.20517,29.07017,0
speed,2021-08-12T14:26:25Z,41.20517,29.07018,0
speed,2021-08-12T14:26:20Z,41.20518,29.07024,5.1
speed,2021-08-12T14:26:16Z,41.20521,29.07044,7.5
speed,2021-08-12T14:26:12Z,41.20523,29.07062,8
