#datatype measurement,dateTime:RFC3339,float,float,double
speed,msgTime,latitude,longitude,gpsSpeed
speed,2021-08-12T14:26:09Z,41.20523,29.07076,7.8
speed,2021-08-12T14:26:08Z,41.20523,29.07081,8.1
speed,2021-08-12T14:26:04Z,41.20523,29.071,7.4
speed,2021-08-12T14:25:59Z,41.20524,29.07125,8
speed,2021-08-12T14:25:55Z,41.20524,29.07148,8.8
speed,2021-08-12T14:25:51Z,41.20525,29.07174,6.3
speed,2021-08-12T14:25:47Z,41.20526,29.07185,0
speed,2021-08-12T14:25:43Z,41.20526,29.07185,0
speed,2021-08-12T14:25:39Z,41.20526,29.07185,0
speed,2021-08-12T14:25:38Z,41.20526,29.07185,0
speed,2021-08-12T14:25:35Z,41.20526,29.07188,3.1
speed,2021-08-12T14:25:30Z,41.20526,29.07201,6.2
speed,2021-08-12T14:25:26Z,41.20533,29.07213,5.9
speed,2021-08-12T14:25:22Z,41.20543,29.07216,6.2
speed,2021-08-12T14:25:18Z,41.20557,29.07216,7.8
speed,2021-08-12T14:25:14Z,41.20569,29.07224,6.7
speed,2021-08-12T14:25:10Z,41.20582,29.07241,7.2
speed,2021-08-12T14:25:08Z,41.20584,29.07244,7
speed,2021-08-12T14:25:05Z,41.20595,29.07247,8.3
speed,2021-08-12T14:25:01Z,41.20609,29.07242,5.9
speed,2021-08-12T14:24:57Z,41.20619,29.07245,4.1
speed,2021-08-12T14:24:53Z,41.20628,29.07257,5
speed,2021-08-12T14:24:49Z,41.2063,29.07274,4.8
speed,2021-08-12T14:24:45Z,41.20631,29.07291,5.9
speed,2021-08-12T14:24:40Z,41.20634,29.0731,8
speed,2021-08-12T14:24:37Z,41.20637,29.07324,8.5
speed,2021-08-12T14:24:36Z,41.20639,29.07329,7.8
speed,2021-08-12T14:24:32Z,41.20646,29.07343,5.7
speed,2021-08-12T14:24:28Z,41.20653,29.07354,5.5
speed,2021-08-12T14:24:24Z,41.20661,29.07362,5.5
speed,2021-08-12T14:24:20Z,41.2067,29.07371,6.8
speed,2021-08-12T14:24:15Z,41.20682,29.07379,5.7
speed,2021-08-12T14:24:11Z,41.20691,29.07386,5.7
speed,2021-08-12T14:24:07Z,41.207,29.07394,5.8
speed,2021-08-12T14:24:06Z,41.20702,29.07396,5.7
speed,2021-08-12T14:24:03Z,41.20709,29.07401,5.7
speed,2021-08-12T14:23:59Z,41.20717,29.0741,5.9
speed,2021-08-12T14:23:55Z,41.20726,29.07419,5.3
speed,2021-08-12T14:23:50Z,41.20736,29.07428,5.2
speed,2021-08-12T14:23:46Z,41.20743,29.07437,6.2
speed,2021-08-12T14:23:42Z,41.20751,29.07444,5
speed,2021-08-12T14:23:38Z,41.20757,29.07446,5.6
speed,2021-08-12T14:23:33Z,41.20771,29.07455,4.6
speed,2021-08-12T14:23:28Z,41.2078,29.0746,4.2
speed,2021-08-12T14:23:24Z,41.20783,29.07461,0
speed,2021-08-12T14:23:20Z,41.20783,29.07461,0
speed,2021-08-12T14:23:16Z,41.20783,29.07461,0
speed,2021-08-12T14:23:12Z,41.20783,29.07461,0
speed,2021-08-12T14:23:08Z,41.20783,29.07461,0
speed,2021-08-12T14:23:03Z,41.20783,29.07461,0
speed,2021-08-12T14:22:59Z,41.20783,29.07461,0
speed,2021-08-12T14:22:55Z,41.20783,29.07461,0
speed,2021-08-12T14:22:51Z,41.20783,29.07461,0
speed,2021-08-12T14:22:47Z,41.20783,29.07461,0
speed,2021-08-12T14:22:46Z,41.20783,29.07461,0.3
speed,2021-08-12T14:03:52Z,41.20785,29.07461,0
speed,2021-08-12T14:01:04Z,41.20785,29.07454,0
speed,2021-08-12T13:55:16Z,41.20785,29.07456,0
speed,2021-08-12T13:55:14Z,41.20785,29.07456,0
speed,2021-08-12T13:55:10Z,41.20785,29.07456,0
speed,2021-08-12T13:55:06Z,41.20785,29.07456,0
speed,2021-08-12T13:55:02Z,41.20785,29.07456,0
speed,2021-08-12T13:54:58Z,41.20785,29.07456,0
speed,2021-08-12T13:54:54Z,41.20785,29.07456,0
speed,2021-08-12T13:54:49Z,41.20785,29.07456,0
speed,2021-08-12T13:54:45Z,41.20785,29.07456,0
speed,2021-08-12T13:54:41Z,41.20785,29.07456,0
speed,2021-08-12T13:54:37Z,41.20785,29.07456,0
speed,2021-08-12T13:54:36Z,41.20785,29.07456,0
speed,2021-08-12T13:53:52Z,41.20785,29.07456,0
speed,2021-08-12T13:36:56Z,41.2078,29.07438,0
speed,2021-08-12T13:36:54Z,41.2078,29.07438,0
speed,2021-08-12T13:36:52Z,41.2078,29.07438,0
speed,2021-08-12T13:36:48Z,41.2078,29.07438,0
speed,2021-08-12T13:36:43Z,41.2078,29.07438,0
speed,2021-08-12T13:36:39Z,41.2078,29.07438,0
speed,2021-08-12T13:36:35Z,41.2078,29.07438,0
speed,2021-08-12T13:36:31Z,41.2078,29.07438,0
speed,2021-08-12T13:36:27Z,41.2078,29.07438,0
speed,2021-08-12T13:36:23Z,41.2078,29.07438,0
speed,2021-08-12T13:36:18Z,41.2078,29.07438,0
speed,2021-08-12T13:36:14Z,41.2078,29.07438,0
speed,2021-08-12T13:36:10Z,41.2078,29.07438,0
speed,2021-08-12T13:36:06Z,41.2078,29.07438,0
speed,2021-08-12T13:36:02Z,41.2078,29.07438,0
speed,2021-08-12T13:35:58Z,41.2078,29.07438,0
speed,2021-08-12T13:35:53Z,41.2078,29.07438,0
speed,2021-08-12T13:35:49Z,41.2078,29.07438,0
speed,2021-08-12T13:35:45Z,41.2078,29.07438,0
speed,2021-08-12T13:35:41Z,41.2078,29.07438,0
speed,2021-08-12T13:35:37Z,41.2078,29.07438,0
speed,2021-08-12T13:35:33Z,41.2078,29.07438,0
speed,2021-08-12T13:35:30Z,41.2078,29.07438,0
speed,2021-08-12T13:35:29Z,41.2078,29.07438,0
speed,2021-08-12T13:35:24Z,41.2078,29.07438,0
speed,2021-08-12T13:35:20Z,41.2078,29.07438,0
speed,2021-08-12T13:35:16Z,41.2078,29.07438,0
speed,2021-08-12T13:35:12Z,41.2078,29.07438,0
speed,2021-08-12T13:35:08Z,41.2078,29.07438,0
speed,2021-08-12T13:35:04Z,41.2078,29.07438,0
speed,2021-08-12T13:34:59Z,41.2078,29.07438,0
speed,2021-08-12T13:34:57Z,41.2078,29.07437,0.5
speed,2021-08-12T13:34:53Z,41.2078,29.07438,0.4
speed,2021-08-12T13:34:44Z,41.20781,29.0744,0.1
speed,2021-08-12T13:33:31Z,41.20783,29.07449,0
speed,2021-08-12T13:33:29Z,41.20784,29.07449,0.1
speed,2021-08-12T13:33:25Z,41.20784,29.07449,0
speed,2021-08-12T13:33:20Z,41.20784,29.07449,0
speed,2021-08-12T13:33:16Z,41.20784,29.0745,0.1
speed,2021-08-12T13:33:12Z,41.20784,29.07451,0
speed,2021-08-12T13:33:08Z,41.20784,29.07451,0
speed,2021-08-12T13:33:04Z,41.20784,29.07451,0
speed,2021-08-12T13:33:00Z,41.20785,29.07451,0
speed,2021-08-12T13:32:55Z,41.20785,29.07451,0.1
speed,2021-08-12T13:32:51Z,41.20785,29.07451,0
speed,2021-08-12T13:32:47Z,41.20785,29.07451,0
speed,2021-08-12T13:32:43Z,41.20785,29.07451,0.1
speed,2021-08-12T13:32:39Z,41.20785,29.07451,0
speed,2021-08-12T13:32:35Z,41.20785,29.07451,0
speed,2021-08-12T13:32:30Z,41.20785,29.07451,0
speed,2021-08-12T13:32:26Z,41.20785,29.07451,0
speed,2021-08-12T13:32:22Z,41.20784,29.07451,0
speed,2021-08-12T13:32:18Z,41.20784,29.07451,0
speed,2021-08-12T13:32:14Z,41.20784,29.0745,0.2
speed,2021-08-12T13:32:10Z,41.20783,29.07449,0.2
speed,2021-08-12T13:32:07Z,41.20782,29.0745,0.1
speed,2021-08-12T13:32:05Z,41.20782,29.0745,0.2
speed,2021-08-12T13:32:01Z,41.20782,29.07449,0.2
speed,2021-08-12T13:31:57Z,41.20783,29.0745,0
speed,2021-08-12T13:31:53Z,41.20783,29.07451,0
speed,2021-08-12T13:31:49Z,41.20783,29.07451,0
speed,2021-08-12T13:31:45Z,41.20784,29.07451,0.1
speed,2021-08-12T13:31:41Z,41.20784,29.0745,0.2
speed,2021-08-12T13:31:38Z,41.20784,29.0745,0
speed,2021-08-12T13:31:37Z,41.20784,29.0745,0.1
speed,2021-08-12T13:31:36Z,41.20784,29.0745,0.1
speed,2021-08-12T13:31:35Z,41.20784,29.0745,0.1
speed,2021-08-12T13:31:33Z,41.20783,29.07449,0
speed,2021-08-12T13:31:31Z,41.20783,29.07449,0
speed,2021-08-12T13:31:27Z,41.20783,29.07449,0
speed,2021-08-12T13:31:23Z,41.20783,29.07449,0
speed,2021-08-12T13:31:19Z,41.20782,29.07449,0
speed,2021-08-12T13:31:15Z,41.20782,29.07449,0
speed,2021-08-12T13:31:10Z,41.20782,29.07449,0
speed,2021-08-12T13:31:08Z,41.20782,29.07449,0
speed,2021-08-12T13:31:04Z,41.20782,29.07449,0.2
speed,2021-08-12T13:31:00Z,41.20783,29.07449,0.1
speed,2021-08-12T13:30:56Z,41.20783,29.07449,0
speed,2021-08-12T13:30:52Z,41.20782,29.07448,0
speed,2021-08-12T13:30:47Z,41.20782,29.07448,0
speed,2021-08-12T13:30:43Z,41.20782,29.07447,0
speed,2021-08-12T13:30:39Z,41.20783,29.07446,0
speed,2021-08-12T13:30:35Z,41.20783,29.07446,0
speed,2021-08-12T13:30:33Z,41.20783,29.07446,0
speed,2021-08-12T13:30:31Z,41.20783,29.07446,0.1
speed,2021-08-12T13:30:26Z,41.20783,29.07446,0
speed,2021-08-12T13:30:22Z,41.20783,29.07447,0.1
speed,2021-08-12T13:30:18Z,41.20783,29.07447,0
speed,2021-08-12T13:30:14Z,41.20784,29.07447,0.1
speed,2021-08-12T13:30:09Z,41.20784,29.07447,0.1
speed,2021-08-12T13:30:05Z,41.20783,29.07447,0
speed,2021-08-12T13:30:03Z,41.20783,29.07446,0.1
speed,2021-08-12T13:30:01Z,41.20783,29.07446,0
speed,2021-08-12T13:29:57Z,41.20783,29.07445,0
speed,2021-08-12T13:29:53Z,41.20783,29.07445,0
speed,2021-08-12T13:29:49Z,41.20784,29.07445,0
speed,2021-08-12T13:29:44Z,41.20785,29.07445,0
speed,2021-08-12T13:29:40Z,41.20785,29.07445,0.1
speed,2021-08-12T13:29:36Z,41.20784,29.07444,0
speed,2021-08-12T13:29:32Z,41.20785,29.07444,0.1
speed,2021-08-12T13:29:31Z,41.20785,29.07444,0.1
speed,2021-08-12T13:29:28Z,41.20785,29.07444,0
speed,2021-08-12T13:29:27Z,41.20785,29.07444,0.1
speed,2021-08-12T13:29:22Z,41.20786,29.07442,0
